"AIRPORT","TR_AIRPORT_NAME","TR_CITY_NAME","TR_STATE_NAME",
"SSY","Mbanza Congo, Angola: Mbanza Congo Airport","Mbanza Congo, Angola","",
"QMO","Mocamedes, Angola: Mocamedes Airport","Mocamedes, Angola","",
"MSZ","Namibe, Angola: Namibe","Namibe, Angola","",
"VPE","Ongiva, Angola: Ondjiva","Ongiva, Angola","",
"PBN","Porto Amboim, Angola: Porto Amboim Airport","Porto Amboim, Angola","",
"SDD","Lubango, Angola: Lubango","Lubango, Angola","",
"SZA","Soyo, Angola: Soyo Airport","Soyo, Angola","",
"CEO","Waco Kungo, Angola: Waco-Kungo","Waco Kungo, Angola","",
"BJM","Bujumbura, Burundi: Bujumbura Airport","Bujumbura, Burundi","",
"BLC","Bali, Cameroons: Bali Airport","Bali, Cameroons","",
"OUR","Batouri, Cameroons: Batouri Airport","Batouri, Cameroons","",
"DLA","Douala, Cameroons: Douala Airport","Douala, Cameroons","",
"GUQ","Guanare, Venezuela: Guanare Airport","Guanare, Venezuela","",
"LFR","La Fria, Venezuela: La Fria New","La Fria, Venezuela","",
"LSP","Las Piedras, Venezuela: Josefa Camejo","Las Piedras, Venezuela","",
"MAR","Maracaibo, Venezuela: Venz  Lachinita International","Maracaibo, Venezuela","",
"MYC","Maracay, Venezuela: Maracay Airport","Maracay, Venezuela","",
"MUN","Maturin, Venezuela: Maturin Airport","Maturin, Venezuela","",
"MRD","Merida, Venezuela: Merida Airport","Merida, Venezuela","",
"JO3","Azraq, Jordan: Azraq Highway Strip","Azraq, Jordan","",
"PMV","Porlamar, Venezuela: Porlamar Airport","Porlamar, Venezuela","",
"PBL","Puerto Cabello, Venezuela: Bartolome Salom","Puerto Cabello, Venezuela","",
"PZO","Puerto Ordaz, Venezuela: Guayana","Puerto Ordaz, Venezuela","",
"SVZ","San Antonio, Venezuela: San Antonio Del Tachira","San Antonio, Venezuela","",
"SCI","San Cristobal, Venezuela: San Cristobal Airport","San Cristobal, Venezuela","",
"SNF","San Felipe, Venezuela: San Felipe Airport","San Felipe, Venezuela","",
"SFD","San Fernando, Venezuela: San Fernando De Apure","San Fernando, Venezuela","",
"SOM","San Tome, Venezuela: San Tome Airport","San Tome, Venezuela","",
"STB","Santa Barbara, Venezuela: Santa Barbara Airport","Santa Barbara, Venezuela","",
"SNV","Santa Elena, Venezuela: Wonkin","Santa Elena, Venezuela","",
"STD","Santo Domingo, Venezuela: Mayor Guerrero Vivas","Santo Domingo, Venezuela","",
"VLN","Valencia, Venezuela: Zim Valencia","Valencia, Venezuela","",
"VLV","Valera, Venezuela: Valera Airport","Valera, Venezuela","",
"VDP","Valle De La Pascua, Venezuela: Valle De La Pascua","Valle De La Pascua, Venezuela","",
"CXA","Caicara, Venezuela: Caicara Venez.","Caicara, Venezuela","",
"MRX","Margarita Island, Venezuela: Del Caribe International","Margarita Island, Venezuela","",
"PDZ","Pedernales, Venezuela: Pedernales Airport","Pedernales, Venezuela","",
"PYH","Puerto Ayacucho, Venezuela: Puerto Ayacucho","Puerto Ayacucho, Venezuela","",
"PPZ","Puerto Paez, Venezuela: Puerto Paez","Puerto Paez, Venezuela","",
"TIA","Tirana, Albania: Tirana Airport","Tirana, Albania","",
"GRZ","Graz, Austria: Graz Airport","Graz, Austria","",
"INN","Innsbruck, Austria: Innsbruck Airport","Innsbruck, Austria","",
"KLU","Klagenfurt, Austria: Klagenfurt Airport","Klagenfurt, Austria","",
"LNZ","Linz, Austria: Horsching Linz Aust.","Linz, Austria","",
"SZG","Salzburg, Austria: Salzburg Airport","Salzburg, Austria","",
"VIE","Vienna, Austria: Wien/Schwechat","Vienna, Austria","",
"OWG","Gray, Austria: Gray","Gray, Austria","",
"EVN","Erevan, Armenia: Parakar","Erevan, Armenia","",
"GYD","Baku, Azerbaijan: Baku  Heydar Aliyev International","Baku, Azerbaijan","",
"ANR","Antwerp, Belgium: Antwerp-Brussels North","Antwerp, Belgium","",
"BRU","Brussels, Belgium: Brussels National","Brussels, Belgium","",
"CRL","Charleroi, Belgium: Gosselies","Charleroi, Belgium","",
"LGG","Liege, Belgium: Liege Bierset","Liege, Belgium","",
"LGG","Liege, Belgium: Bierset","Liege, Belgium","",
"OST","Ostend, Belgium: Oostende","Ostend, Belgium","",
"BNX","Banja Luka, Bosnia and Herzegovina: Banja Luka Airport","Banja Luka, Bosnia and Herzegovina","",
"OMO","Mostar, Bosnia and Herzegovina: Mostar Airport","Mostar, Bosnia and Herzegovina","",
"SJJ","Sarajevo, Bosnia and Herzegovina: Sarajevo/Butmir","Sarajevo, Bosnia and Herzegovina","",
"JZZ","Taszar, Bosnia and Herzegovina: Taszar Airport","Taszar, Bosnia and Herzegovina","",
"FVA","Tuzla, Bosnia and Herzegovina: Tuzla Airport","Tuzla, Bosnia and Herzegovina","",
"TZL","Tuzla, Bosnia and Herzegovina: Tuzla Airport","Tuzla, Bosnia and Herzegovina","",
"BOJ","Bourgas, Bulgaria: Burgas","Bourgas, Bulgaria","",
"BOJ","Burgas, Bulgaria: Burgas Airport","Burgas, Bulgaria","",
"PDV","Plovdiv, Bulgaria: Plovdiv Airport","Plovdiv, Bulgaria","",
"ROU","Russe, Bulgaria: Bulg","Russe, Bulgaria","",
"SOF","Sofia, Bulgaria: Sofia International","Sofia, Bulgaria","",
"VAR","Varna, Bulgaria: Varna Airport","Varna, Bulgaria","",
"VID","Vidin, Bulgaria: Vidin Airport","Vidin, Bulgaria","",
"GOZ","Gorna Orjahovica, Bulgaria: Gorna Orjahovica Airport","Gorna Orjahovica, Bulgaria","",
"SLS","Silistra, Bulgaria: Silistra Airport","Silistra, Bulgaria","",
"MSQ","Minsk, Belarus: Minsk Airport","Minsk, Belarus","",
"DBV","Dubrovnik, Croatia: Dubrovnik Airport","Dubrovnik, Croatia","",
"CCU","Calcutta, India: Calcutta Airport","Calcutta, India","",
"CCJ","Calicut, India: Calicut Airport","Calicut, India","",
"IXC","Chandigarh, India: Chandigarh Airport","Chandigarh, India","",
"COK","Cochin, India: Cochin Airport","Cochin, India","",
"CJB","Coimbatore, India: Coimbatore Airport","Coimbatore, India","",
"COH","Cooch Behar, India: Cooch Behar Airport","Cooch Behar, India","",
"DBL","Dabolim, India: Goa","Dabolim, India","",
"DEL","Delhi, India: Delhi Airport","Delhi, India","",
"DMU","Dimapur, India: Manipur Road","Dimapur, India","",
"GAU","Gauhati, India: Gauhati Airport","Gauhati, India","",
"GAY","Gaya, India: Gaya Airport","Gaya, India","",
"GOI","Goa, India: Goa/Dabolim","Goa, India","",
"GWL","Gwalior, India: Gwalior Airport","Gwalior, India","",
"HYD","Hyderabad, India: Hakimpet","Hyderabad, India","",
"IMF","Imphal, India: Imphal Airport","Imphal, India","",
"IDR","Indore, India: Indore Airport","Indore, India","",
"JAI","Jaipur, India: Jaipur Airport","Jaipur, India","",
"IXJ","Jammu, India: Jammu Airport","Jammu, India","",
"JGA","Jamnagar, India: Jamnagar Airport","Jamnagar, India","",
"IXW","Jamshedpur, India: Jamshedpur Airport","Jamshedpur, India","",
"JRH","Jorhat, India: Jorhat Airport","Jorhat, India","",
"IXH","Kailashahar, India: Kailashahar Airport","Kailashahar, India","",
"IXQ","Kamalpur, India: Kamalpur Airport","Kamalpur, India","",
"IXY","Kandla, India: Kandla Airport","Kandla, India","",
"KNU","Kanpur, India: Kanpur/Chakeri","Kanpur, India","",
"IXK","Keshod, India: Keshod Airport","Keshod, India","",
"HJR","Khajuraho, India: Khajuraho Airport","Khajuraho, India","",
"IXN","Khowai, India: Khowai Airport","Khowai, India","",
"IXI","Lilabari, India: North Lakhimpur/Lilabari","Lilabari, India","",
"LKO","Lucknow, India: Lucknow Airport","Lucknow, India","",
"IXM","Madurai, India: Madurai Airport","Madurai, India","",
"IXE","Mangalore, India: Mangalore/Bajpe","Mangalore, India","",
"MOH","Mohanbari, India: Mohanbari Airport","Mohanbari, India","",
"NAG","Nagpur, India: Nagpur Airport","Nagpur, India","",
"NDC","Nanded, India: Nanded Airport","Nanded, India","",
"PAT","Patna, India: Patna Airport","Patna, India","",
"PNQ","Poona, India: Pune","Poona, India","",
"PBD","Porbandar, India: Porbandar Airport","Porbandar, India","",
"PUT","Puttaparthi, India: Puttaprathe","Puttaparthi, India","",
"RAJ","Rajkot, India: Rajkot Airport","Rajkot, India","",
"IXR","Ranchi, India: Ranchi Airport","Ranchi, India","",
"RRK","Rourkela, India: Rourkela Airport","Rourkela, India","",
"SHL","Shillong, India: Shillong Airport","Shillong, India","",
"IXS","Silchar, India: Silchar Airport","Silchar, India","",
"SXR","Srinagar, India: Srinagar Airport","Srinagar, India","",
"TEZ","Tezpur, India: Tezpur Airport","Tezpur, India","",
"TIR","Tirupati, India: Tirupathi","Tirupati, India","",
"TRZ","Trichinopoly, India: Tiruchchirappalli","Trichinopoly, India","",
"TRV","Trivandrum, India: Trivandrum Airport","Trivandrum, India","",
"UDR","Udaipur, India: Udaipur Airport","Udaipur, India","",
"VGA","Vijayawada, India: Vijayawada Airport","Vijayawada, India","",
"VTZ","Visakhapatnam, India: Vishakhapatnam","Visakhapatnam, India","",
"AGX","Agatti Island, India: Agatti Island Airport","Agatti Island, India","",
"IXB","Bagdogra, India: Bagdogra Airport","Bagdogra, India","",
"DAI","Darjeeling, India: Darjeeling Airport","Darjeeling, India","",
"DIB","Dibrugarh, India: Dibrugarh (Mohanbari)","Dibrugarh, India","",
"GOP","Gorakhpur, India: Gorakhpur Airport","Gorakhpur, India","",
"JLR","Jabalpur, India: Jabalpur Airport","Jabalpur, India","",
"JDH","Jodhpur, India: Jodhpur Airport","Jodhpur, India","",
"IXL","Leh, India: Leh India","Leh, India","",
"PGH","Pantnagar, India: Pantnagar Airport","Pantnagar, India","",
"PNQ","Puna, India: Lohegaon","Puna, India","",
"PNQ","Pune, India: Pune","Pune, India","",
"IXZ","Port Blair, India: Port Blair Airport","Port Blair, India","",
"RPR","Raipur, India: Raipur Airport","Raipur, India","",
"MAJ","Majuro, Marshall Islands: Marshall Islands International","Majuro, Marshall Islands","",
"MJB","Mejit Island, Marshall Islands: Mejit","Mejit Island, Marshall Islands","",
"KWA","Kwajalein, Marshall Islands: Bucholz Army Air Field","Kwajalein, Marshall Islands","",
"LIK","Likiep Isl., Marshall Islands: Likiep Island","Likiep Isl., Marshall Islands","",
"MAJ","Majuro, Marshall Islands: Marshall Islands International","Majuro, Marshall Islands","",
"MJB","Mejit Island, Marshall Islands: Mejit","Mejit Island, Marshall Islands","",
"MIJ","Mili, Marshall Islands: Mili Airport","Mili, Marshall Islands","",
"TIC","Tinak, Marshall Islands: Tinak Airport","Tinak, Marshall Islands","",
"WJA","Woja, Marshall Islands: Woja Airport","Woja, Marshall Islands","",
"INU","Nauru, Nauru: Nauru Island","Nauru, Nauru","",
"HNG","Hienghene, New Caledonia - France: Hienghene/Henri Martinet","Hienghene, New Caledonia - France","",
"ILP","Ile Des Pins, New Caledonia - France: Isle Des Pins","Ile Des Pins, New Caledonia - France","",
"NOU","Noumea, New Caledonia - France: Tontouta","Noumea, New Caledonia - France","",
"GEA","Magenta, New Caledonia - France: Magenta","Magenta Airport, New Caledonia - France","",
"IOU","Ile Quen, New Caledonia - France: Ile Quen Airport","Ile Quen, New Caledonia - France","",
"PDC","Mueo, New Caledonia - France: Mueo Airport","Mueo, New Caledonia - France","",
"/NO","Noumea, New Caledonia - France: Noumea Metro","Noumea, New Caledonia - France","",
"TOU","Touho, New Caledonia - France: Touho Airport","Touho, New Caledonia - France","",
"EPI","Epi, New Hebrides: Epi Airport","Epi, New Hebrides","",
"VLI","Port Vila, New Hebrides: Nhero","Port Vila, New Hebrides","",
"SNT","Sabana De Torres, Colombia: Las Cruces","Sabana De Torres, Colombia","",
"SON","Espiritu Santo, New Hebrides: Santo N.Hebrides","Espiritu Santo, New Hebrides","",
"LNE","Lonorore, New Hebrides: Lonorore N. Hebr.","Lonorore, New Hebrides","",
"WJG","Santo, New Hebrides: Santo","Santo, New Hebrides","",
"SLH","Sola, New Hebrides: Sola Airport","Sola, New Hebrides","",
"TAN","Tana Island, New Hebrides: Tana Island","Tana Island, New Hebrides","",
"TAH","Tanna Island, New Hebrides: Tanna (Lenakel)","Tanna Island, New Hebrides","",
"THH","Tongoa, New Hebrides: Tongoa Airport","Tongoa, New Hebrides","",
"TGH","Tongoa, New Hebrides: Tonga","Tongoa, New Hebrides","",
"ALR","Alexandra, New Zealand: Alexandra Airport","Alexandra, New Zealand","",
"ASG","Ashburton, New Zealand: Ashburton Airport","Ashburton, New Zealand","",
"AKL","Auckland, New Zealand: Auckland International","Auckland, New Zealand","",
"BHE","Blenheim, New Zealand: Blenheim Airport","Blenheim, New Zealand","",
"CHT","Chatham Island, New Zealand: Chatham Island Airport","Chatham Island, New Zealand","",
"CHC","Christchurch, New Zealand: Christchurch International","Christchurch, New Zealand","",
"DUD","Dunedin, New Zealand: Dunedin Airport","Dunedin, New Zealand","",
"GIS","Gisborne, New Zealand: Gisborne Airport","Gisborne, New Zealand","",
"HLZ","Hamilton, New Zealand: Hamilton Airport","Hamilton, New Zealand","",
"HKK","Hokitika, New Zealand: Hokitika Airport","Hokitika, New Zealand","",
"IVC","Invercargill, New Zealand: Invercargill Airport","Invercargill, New Zealand","",
"KKO","Kaikohe, New Zealand: Kaikohe Airport","Kaikohe, New Zealand","",
"KAT","Kaitaia, New Zealand: Kaitaia Airport","Kaitaia, New Zealand","",
"KUI","Kawau Island, New Zealand: Kawau Island Airport","Kawau Island, New Zealand","",
"MFN","Milford Sound, New Zealand: Milford Sound Airport","Milford Sound, New Zealand","",
"MON","Mount Cook, New Zealand: Mount Cook Airport","Mount Cook, New Zealand","",
"NPE","Napier, New Zealand: Napier Airport","Napier, New Zealand","",
"NSN","Nelson, New Zealand: Nelson Airport","Nelson, New Zealand","",
"NPL","New Plymouth, New Zealand: New Plymouth Airport","New Plymouth, New Zealand","",
"OAM","Oamaru, New Zealand: Oamaru Airport","Oamaru, New Zealand","",
"OHA","Ohakea, New Zealand: Ohakea Airport","Ohakea, New Zealand","",
"PMR","Palmerston, New Zealand: Palmerston North","Palmerston, New Zealand","",
"ZQN","Queenstown, New Zealand: Queenstown Airport","Queenstown, New Zealand","",
"ROT","Rotorua, New Zealand: Rotorua Airport","Rotorua, New Zealand","",
"BUM","Butler, MO: Butler Memorial","Butler, MO","Missouri",
"PBR","Puerto Barrios, Guatemala: Puerto Barrios Guat","Puerto Barrios, Guatemala","",
"RUV","Rubelsanto, Guatemala: Rubelsanto Airport","Rubelsanto, Guatemala","",
"UAX","Uaxactun, Guatemala: Uaxactun","Uaxactun, Guatemala","",
"CAA","Catacamas, Honduras: Catacamas Airport","Catacamas, Honduras","",
"XPL","Comayagua, Honduras: Palmerola Air Base","Comayagua, Honduras","",
"GAC","Gracias, Honduras: Gracias Airport","Gracias, Honduras","",
"GUO","Gualaco, Honduras: Gualaco Airport","Gualaco, Honduras","",
"GJA","Guanaja Island, Honduras: Guanaja","Guanaja Island, Honduras","",
"JUT","Juticalpa, Honduras: Juticalpa Airport","Juticalpa, Honduras","",
"LCE","La Ceiba, Honduras: Goloson International","La Ceiba, Honduras","",
"MRJ","Marcala, Honduras: Marcala Airport","Marcala, Honduras","",
"OAN","Olanchito, Honduras: Olanchito Airport","Olanchito, Honduras","",
"RTB","Roatan Island, Honduras: Roatan Island Airport","Roatan Island, Honduras","",
"SAP","San Pedro Sula, Honduras: La Mesa International","San Pedro Sula, Honduras","",
"SDH","Santa Rosa De Copan, Honduras: Santa Rosa De Copan Airport","Santa Rosa De Copan, Honduras","",
"XWX","Soto Cano, Honduras: County Enrique Soto Cano","Soto Cano, Honduras","",
"ENQ","Comayagua, Honduras: Coronel Enrique Soto Cano Ab","Comayagua, Honduras","",
"TGU","Tegucigalpa, Honduras: Toncontin International","Tegucigalpa, Honduras","",
"TEA","Tela, Honduras: Tela Airport","Tela, Honduras","",
"TCF","Tocoa, Honduras: Tocoa Airport","Tocoa, Honduras","",
"TJI","Trujillo, Honduras: Trujillo Airport","Trujillo, Honduras","",
"YOR","Yoro, Honduras: Yoro Airport","Yoro, Honduras","",
"AHS","Ahuas, Honduras: Ahuas","Ahuas, Honduras","",
"BHG","Brus Laguna, Honduras: Araslaya","Brus Laguna, Honduras","",
"LID","Las Limas, Honduras: La Lima","Las Limas, Honduras","",
"LLH","Las Limas, Honduras: Las Limas","Las Limas, Honduras","",
"PEU","Puerto Lempira, Honduras: Puerto Lempira Airport","Puerto Lempira, Honduras","",
"SCD","Sulaco, Honduras: Sulaco","Sulaco, Honduras","",
"UII","Utila Island, Honduras: Utila Island  Hond.","Utila Island, Honduras","",
"ORO","Yoro, Honduras: Yoro Honduras","Yoro, Honduras","",
"MOX","Oaxaca, Mexico: Oacaca","Oaxaca, Mexico","",
"ACA","Acapulco, Mexico: Gen Juan N Alverez International","Acapulco, Mexico","",
"AGU","Aguascalientes, Mexico: Aguascalientes Airport","Aguascalientes, Mexico","",
"AZG","Apatzingan, Mexico: Apatzingan New","Apatzingan, Mexico","",
"CPE","Campeche, Mexico: Campeche Airport","Campeche, Mexico","",
"CUN","Can Cun, Mexico: Can Cun International","Can Cun, Mexico","",
"CTM","Chetumal, Mexico: Chetumal 1","Chetumal, Mexico","",
"CZA","Chichen Itza, Mexico: Chichen Itza Airport","Chichen Itza, Mexico","",
"CUU","Chihuahua, Mexico: Mex   International","Chihuahua, Mexico","",
"CME","Ciudad Del Carmen, Mexico: Ciudad Del Carmen Airport","Ciudad Del Carmen, Mexico","",
"CJS","Ciudad Juarez, Mexico: Ciudad Juarez International","Ciudad Juarez, Mexico","",
"CEN","Ciudad Obregon, Mexico: Ciudad Obregon Airport","Ciudad Obregon, Mexico","",
"CVM","Ciudad Victoria, Mexico: Ciudad Victoria Airport","Ciudad Victoria, Mexico","",
"CLQ","Colima, Mexico: Colima","Colima, Mexico","",
"CZM","Cozumel, Mexico: Cozumel Airport","Cozumel, Mexico","",
"CUL","Culiacan, Mexico: Culiacan New","Culiacan, Mexico","",
"DGO","Durango, Mexico: Countylo  Durango La Plata County","Durango, Mexico","",
"GDL","Guadalajara, Mexico: Don Miguel Hidalgo International","Guadalajara, Mexico","",
"GYM","Guaymas, Mexico: Guaymas Airport","Guaymas, Mexico","",
"HMO","Hermosillo, Mexico: La Manga International","Hermosillo, Mexico","",
"ISJ","Isla Mujeres, Mexico: Isla Mujeres Airport","Isla Mujeres, Mexico","",
"LAP","La Paz, Mexico: General Manuel Marquez De Leon International","La Paz, Mexico","",
"BJX","Leon-Guanajuato, Mexico: Del Bajio International","Leon-Guanajuato, Mexico","",
"LTO","Loreto, Mexico: Loreto Airport","Loreto, Mexico","",
"LMM","Los Mochis, Mexico: Los Mochis Airport","Los Mochis, Mexico","",
"LMM","Los Mochis, Mexico: Valle Del Fuerte International","Los Mochis, Mexico","",
"ZLO","Manzanillo, Mexico: Manzanillo Airport","Manzanillo, Mexico","",
"MAM","Matamoros, Mexico: Matamoros International","Matamoros, Mexico","",
"BBA","Balmaceda, Chile: Balmaceda Airport","Balmaceda, Chile","",
"BDK","Bondoukou, Cote d Ivoire (formerly Ivory Coast): Bondoukou/Soko","Bondoukou, Cote d Ivoire (formerly Ivory Coast)","",
"BYK","Bouake, Cote d Ivoire (formerly Ivory Coast): Bouake Airport","Bouake, Cote d Ivoire (formerly Ivory Coast)","",
"DJO","Daloa, Cote d Ivoire (formerly Ivory Coast): Daloa","Daloa, Cote d Ivoire (formerly Ivory Coast)","",
"SPY","San Pedro, Cote d Ivoire (formerly Ivory Coast): San Pedro Airport","San Pedro, Cote d Ivoire (formerly Ivory Coast)","",
"ZSS","Sassandra, Cote d Ivoire (formerly Ivory Coast): Sassandra Airport","Sassandra, Cote d Ivoire (formerly Ivory Coast)","",
"TXU","Tabou, Cote d Ivoire (formerly Ivory Coast): Tabou","Tabou, Cote d Ivoire (formerly Ivory Coast)","",
"ASK","Yamoussoukro, Cote d Ivoire (formerly Ivory Coast): Yamoussoukro Airport","Yamoussoukro, Cote d Ivoire (formerly Ivory Coast)","",
"GGN","Gagnoa, Cote d Ivoire (formerly Ivory Coast): Gagnoa Airport","Gagnoa, Cote d Ivoire (formerly Ivory Coast)","",
"HGO","Korhogo, Cote d Ivoire (formerly Ivory Coast): Korhogo Airport","Korhogo, Cote d Ivoire (formerly Ivory Coast)","",
"MJC","Man, Cote d Ivoire (formerly Ivory Coast): Man","Man, Cote d Ivoire (formerly Ivory Coast)","",
"KEO","Odienne, Cote d Ivoire (formerly Ivory Coast): Odienne Iv Coast","Odienne, Cote d Ivoire (formerly Ivory Coast)","",
"FVF","Dadaab, Kenya: Hagadera","Dadaab, Kenya","",
"KIS","Kisumu, Kenya: Kisumu Airport","Kisumu, Kenya","",
"MYD","Malindi, Kenya: Malindi Airport","Malindi, Kenya","",
"MBA","Mombasa, Kenya: Mombasa Airport","Mombasa, Kenya","",
"NBO","Nairobi, Kenya: Nairobi Airport","Nairobi, Kenya","",
"WIL","Nairobi, Kenya: Nairobi/Wilson","Nairobi, Kenya","",
"NBO","Nairobi, Kenya: Jomo Kenyatta","Nairobi, Kenya","",
"NBO","Kenyatta International, Kenya: Kenyatta","Kenyatta International Airport, Kenya","",
"NBO","International, Kenya: Nairobi","International Airport, Kenya","",
"LAU","Lamu, Kenya: Lamu/Mwana Kenya","Lamu, Kenya","",
"/NI","Nairobi, Kenya: /Nairobi","Nairobi, Kenya","",
